text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g1a1,A1 Höchster Schatz und Kleinod der Welt,Praeparatio Salis Fixi,"Nun muß man nehmen alle Capita mortua von allen Bränden, solche noch einmahl calcinieren
        mit sehr starcken feuer, in einem Töpfer oder Ziegler Ofen, jedoch aber, daß sie nicht
        vitrixieren, oder zusammen schmeltzen, etwa in ein Glas. [Mariginalie: NB.] Alsdann selbigen
        klein gestoßen, und mit destillierten RegenWaßer das sal fixum
        daraus ziehen, hernach solches auf das allerhöchste reinigen, mit oftmahligen solviren,
        filtrieren und coaguliren und anschiesen, bis es schön weishell, rein und durchsichtig worden
        ist, wie ein schöner geläuterter Salpeter, und in der letzten Solution keine feces mehr zurück
        läßet, dann ist es pur und rein, das verwahret alsdann gleichfalls in einem reinem Glaß,
        wohlverbunden in loco calido bis zum Gebrauch. Nun folget die
            Zusammenfügung unserer 3 Prinzipien und verschiedenen Dingen   Bisher haben wir, Leib, Seel und Geist unseres gebendeytesten Steines von einander
        geschieden, und ein jedes absonderlich so hoch als es möglich durch die Kunst von allen
        Unreinigkeiten und Anfang des Fluchs gereiniget; jetzo wollen nun solche 3 gereinigte Stücke
        wieder zusammensetzen, und in ein andres Corpus bringen. Nehmet derowegen in dem Nahmen des
        Herrn Euer flüchtig und fixes Saltz, so viel mann dessen alle zusammen
            eingefangen , reibt es in einem reinem Glas-Mörscher zum subtilen Pulver, thut es in
        ein hoch und weites Kolben-Glaß, und gießet alles einseln und ja nicht hauffen weis (welches
        sonsten großen Schaden brächte, und Gefahr in deme das Glas zerspringen thäte) hinein, den
        gereinigten Spiritum mundi universalem, et Sale nitri nostri alle nach einander darüber,
        setzet es den wohl vermacht und verlutirt in eine gelinde Digestion etliche 8 Täge , so werden sich solche gereinigten Principia gar lieblich mit einander
        vereinigen, und alle 3 zu einem köstlichen Philosophischen Waßer werden, und wäre es Salz, daß
        es noch einige feces oder weislichte Terram zu Boden fallen läßt, so separiret selbige per
        Filtrationem darvon, und freuet euch in den Herzen und dancket Gott, wann ihr es soweit
        gebracht habt. Den jetzt habt ihr den wahren rechten Hauptschlüssel in Händen, mit welchen ihr
        alle verschloßene Thür und Thore aller Metallen, Mineralien, Edelgesteinen und Perlen
        aufschließen, und in das allerfeinste fünfte wesen bringen könnet. Den dieses Waßer ist
        wahrhafftig das wahre Menstruum universale, das rechte Waßer des Lebens, mit dem sich alle
        Metalle vereinigen, wie Waßer mit Waßer, in sonderheit aber das Gold und Silber, welche sich
        darinnen verjüngen, wie ein Adler, und gantz neu und kräftiger werden auch herrlicher wieder,
        auferstehen pp. Es ist die rechte Fontina darinnen sie sich alle, in sonderheit aber der
        König, zwar baden waschen und reinigen, doch wieder viel herrlicher 5",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"bereits verwendete Kugeln calcinieren; calcinierte Kugeln zermörsern; Extraktion mit Wasser; destilliertes Regenwasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren; Sal Fixum warm lagern;",Nein;,N/A,"Sal Volatile im Mörser fein reiben; Sal Fixum im Mörser fein reiben; Sal Volatile, Sal Fixum und Spiritus zusammengeben; Mischung digerieren; Digestion 8 Tage; Filtration;",der wahre rechte Hauptschlüssel; Menstruum Universale; das rechte Wasser des Lebens; die rechte Fontina; das Bad der Wiedergeburt; philosophisches Mercurialwasser;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,E.,"herauskommen, als sie hinein gegangen. Es ist das Bad ihrer
        Wiedergeburth, ihre rechte prima materia. pp",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Nach Arbeith:,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Die Zusammensetzung des Goldes und Unsers philosophischen Waßers.,"Nehmet klein gefeilet fein Gold, so auf das allerhöchste fixiret, und
            6 oder 7 mahl durch das Antimonium gegoßen , welches dann auch gantz gescheidig unter
        dem Hammer seyn muß Einen Theil, als nehmlich 1 Loth und unsers philosophischen Mercurial
        Waßers 10 Theile oder Loth, thuet es zusammen in einen erdnen Scheidkolben ; setzet es 1 Tag und Nacht auf warmen Aschen, so wird das Waßer das Gold
        von Stund an gantz lieblich und natürlich auflösen, und darinnen so zergehen, gelind auf der
        Aschen wie Eys in warmen Waßer Sine Strepitu et eoniusione, als dann laßet es noch einen Tag
        und Nacht also auf linder wärme stehen und scheiden, alsdenn mit gar gelinden Abgiesen die
        Erden, so sich etwann auf den Grund unten gesetzt darvon; das andere Solutum aber gieset in
        ein rein starckes Phiol-Gläslein, daß aber 2 Theile davon leer verbleiben, verschmeltzt es auf
        das beste und setzt es als dann im Nahmen des Herrn in den dazu gehörigen Athanor oder
        Destillir-Ofen und gebet ihm erstlich ein gelindes vaporisches leuchtes Dampffeuer, so lange
        die putrefaction, oder schwärtze währt, welches gemeiniglich zwischen; 40-50 tagen sich ereignet, und geschiehet. [Mariginalie: NB]  Als denn setzet es in Aschen, gebet ihm ein wenig stärcker feuer, daß das Glas so warm
        seye, als die sonne mitten im Sommer, so werden sich die folgenden 50 Tage über allerhand farben sehen laßen. [Mariginalie: NB] Hernach
        setzet es im Sande so tief, daß es oben eines guten Thalers breit blos stehe, so werdet ihr
        abermahlen in 50 tagen den hellen Philosophischen Mondschein, oder
        die Edle schöne Dianam, in einen schnee weisen silber stück zu sehen bekommen, laßet euch aber
        solche der Diana ihre wunderbahre Schönheit nicht zu sehr gefallen, und halt mit den Laboribus
        nicht ein, sondern consumiret Eure gradum ignis, so wird in dem Glas die Materia in 30 tagen
        alle gelb werden, alsden vergrabet das Glas gantz hinnunter in dem Sand, und gebet ihm ein
        ziemlich, starck feuer so wird es in 40 Tagen gantz roth werden, und in der Mitten ein
        hellleuchtendes Blutrothes Rubin-Korn liegen. Das ist der Rechte König des Reichthumbs und der
        Gesundheit. Dieses schöne rothe Korn, nehmet nun heraus, und sondert es von dem rothen Pulver,
        als seinem excremento ab, denn solche seynd in seiner allerreinigsten Wurtzel gesteckt, und
        hat sie die Kunst und der philosophische Vulcanus vermittelst dieser Natur in dieser
        Nach-Arbeith per minima darvon geschieden.  Nun habt ihr allhier Augenscheinlich
        zusehen, daß es nicht alles lauter Tinctur wird, was mann in der Nach-Arbeith einsetzet
        sondern die vollständige Natur scheidet nur 6 F. das allerreinste
        Quintum esse darvon und läßet die Feces und Sulphura Heterogenea liegen. Solches thut mann
        hinweg, und hebet die zur Medicin auf, das neue Körnlein aber verwahret als einen hoch theuren
        Königlichen Schatz, denn es ist das wahrhaffte 5ten esse und Semen auri, das wahre tingirende
        Gold-Körnlein mit welchem nun unaussprechliches Secretum der Gesundheit und des reichtumbs
        vermittelst oft wiederholter imbibition congulation zu erkennen und zu erlangen die Feces
        seynd auch zu etlichen Scheidungen im Feuer zu gebrauchen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; klein gefeiltes Gold; hochreines Gold; durch Antimon gegossen; 6-7 mal durch Antimon gegossen; Verhältnis Gold : Menstruum Universale 1 : 10; 1 Lot : 10 Lot; Gold und Menstruum Universale in Kolben; Keramikkolben; Kolben in Aschebad; 24 Stunden im Aschebad; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zu zwei Drittel leer; Phiole zuschmelzen;,N/A,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-50 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 40 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen;,der rechte König des Reichtums und der Gesundheit; Goldsamen;,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Multiplicatio,"Nehmet dieser Eurer empfangenen und jetzo fermentierten Tinctur abermahls einen Teil, und unseres Menstrui universalis 10 Theil, solches mit einander in
        ein verschloßenes Phiol in das Regiment oder in das Athanor des feuers gethan, und tractirt es
        auf solche Arth und Weis, wie es bishero geschehen, damit es durch alle farben gehet, und zur
        bluthrothen Farbe und Fixitaet gelanget, also möget ihr den Tincturam, mit unserm Waßer so oft
        und vielmahl multipliciren als ihr wollet, denn je öftter die Tinctur de novo wieder damit
        resolviret und coaguliret wird, je beßer und herrlicher wird sie in Qualitate. Es ist allemahl
        einerley Composition und Proceß, nur daß die Zeit in jeder neu wiederholter Arbeit immer
        kürtzer wird und geschwinder als anfänglich zu Ende gehet, und wann ihr es soweit gebracht, so
        ist es hernach nun Kurtzweil, und Kinderspiel. Derohalben behaltet auch einen Theil der
        Tinctur zurück zur Multiplication, so könnet ihr immer in den Würcken bleiben, und darf das
        Werck von fornen nicht wieder angefangen werden. In der Ersten Multiplication bringet ihr die
        Tinctur 1 Theil auf 10 Theil daß sie tingiret, in der andern auf 100 Theil in der 3ten auf
        1000 Theil in der vierten auf 10000 und also consequenter alle und jede Multiplication steigt
        im tingiren Mercur [CZ: Quecksilber] Jovem [CZ: Zinn] Venerem [CZ: Kupfer] Saturnum [CZ: Blei]
        im Gold [CZ: Gold] mit 10 höher auf bis in infinitum Sinuun und jeder Multiplikation setzt ihr
        10 Theil seines eigenen Universalwassers zu und 1. Theil figirter Tinctur, ein mahl, wie des
        andern mahl. Diese Tinctur gehört ad medicinam et Corpus humanum in der Zeit damit Mentem zu
        haben in Corpore sano zu erhalten, Dosis est gran 1, 2, 3 et 4. zum allerhöchsten perse vel in
        vino. 7",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; in Phiole überführen; Phiole verschließen; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; jede erneute Multiplikation ist schneller als die vorige; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur;,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,G.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Fermentatio et Corporalis Projectio,"Nehmet der rothen etliche mahl multiplicierten tinctur 1 Loth, des allerbeßten feinsten, und durch das Antimonium 7 mahl gegoßenen und gantz geschmeidigen
            Goldes 105 Loth [Mariginalie: NB] Das Gold und die Tinctur zusammen in einen guten
        festen Schmelz-tiegel gethan, und wohl verlutirt, 6 Stundt in einem Windofen fliesen lassen so
        wird das Gold gantz brüchig und zu einem rothen Rubin-Stein, davon nehmet nach Erhaltung 1
        Gran, wickelts in ein rein gelb Wachs und Werfts im Fluß auf ½ lb [CZ: Blei, Quecksilber,
        Silber, Zinn, Kupfer] und lasset es eine gute Stunde lang zusammenschmeltzen, als denn gießet
        es aus in ein Zuguß so werdet ihr das allerfeinste Ducaten-Gold haben, in allen Proben
        beständig. NB Ein philosoph Gran seynd 4 gemein Gran.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,multiplizierte Tinktur und Gold; multiplizierte Tinktur 1 Lot; Qualität des Goldes; hochrein; durch Antimon gegossen; 7 mal durch Antimon gegossen; Verhältnis Tinktur : Gold; Verhältnis 1 : 10; 1 Lot : 10 Lot; Gold und Tinktur in Schmelztiegel; im Ofen schmelzen; 6 Stunden schmelzen; Gold wird brüchig; Gold wird zu Rubinstein;,"Rubinstein und unedles Metall; Menge Rubinstein; 1 Gran Rubinstein; 0,5 Pfund unedles Metall; Rubinstein in Wachs gewickelt; Rubinstein in Wachs auf unedles Metall geworfen; Zusammenschmelzen; 1 Stunde zusammenschmelzen; Ausgießen; Resultat: allerfeinstes Dukatengold;"
g1a1,A1 Höchster Schatz und Kleinod der Welt,Observationes,"Nach dieser letzten Corporalischen Fermentation, heist diese
        Tinctur Lapis philosophorum, und einzig allein, in die Metalle und keinesweges in den
        Menschlichen Leib gebraucht wird, kann auch nun mehro nicht mehr vermehret werden; derwegen
        ist allezeit eine Portion davon aufzuheben nöthig, ad multiplicationen, damit in die- sem
        Stück nicht geirrt wird, ohne diese Fermentation tingirt diese Tinctur nicht, ehe und bevor
        aber diese Tinctur mit dem Gold fermentirt wird, ist sie die allerhöchste Medicin auf Erden
        vor alle Kranckheiten, die nur zu finden seyn mögen, solche mit Spiritus Vini Hispanico
        extrahirt, und wieder als denn allen Spiritum Vini in balneo Mariae bis auf die trockene eines
        rothen Scharlachpulvers abdestillirt, davon dann 2, 3 bis 4 Gran eingenommen perse, oder in
        Wein kalt oder warm, curirt nebst göttlicher Hülff alle Kranckheiten, und schmecket gantz süße
        wie Zucker. Mit dem Spiritu dulci Vitrioli, oder Spiritu Salis Dulci aber extrahirt, und über
        den Helm destillirt wie ein Blut, dann ist die Tinctur in forma liquida, das allerköstlichste
        Aurum potabile, darvon 1, 2, 3 bis 4 tropfen eingenommen oder per se aus einem silbernen
        Löffel geleckt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Zur dienstlichen-Nachricht,"Obgleich ferner Meldung geschehen, ob
        wäre die Materia blos im May ( in welchem Monath zwar am besten und in vollen Kräften ) allein
        zu sammeln so ist das darum geschehen, weilen es auch der beste Monath; allein hat gleiche
        Maas auch der Junius und Julius das Vermögen mit dem Monath May zu rechnen. Im August ist alle
        Arbeit umsonst. Es muß jedoch im May, wenigstens Junio, der Platz und Orth wegen den schönen
        Blumen und Lufft observiret werden. 8",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,H.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Abbreviatio der Vorarbeit,"R[ecipe] Von der Mutterlauchen, welche die
        Salpeter-Sieder aus der Erden auslaugen, und noch kein Saltz, wie zuweilen geschiehet hinein
        geschmißen, auch von solcher Consistentz seyn, daß wenn mann ein Ey hinein leget, solches oben
        schwimmet ohngefehr 4 Maas, laßen solche einsieden, bis sie oben ein Häutlein bekommt, alsden
        thun solche in eine beschlagene Retorte, und destillire den Spiritum und Sal volatile in einen
        großen vorgelegten Recipienten, zuletzt gebe starck feuer, daß die Retorte erglüe und aller
        Spiritus und flüchtiges Saltz herüber gehe, als denn laße alles erkalten, und den Spiritum
        scheide von dem flüchtigen Saltz, und reinige ihn von allen Phlegmate, wie auch das Sal
        volatile, thue noch einmahl per se sublimiren, diese 2 gereinigte Stück als Spiritum und
        Saltz, habe jedes a parte wohl auf, das in Capite mortuo zurückgebliebene Sal fixum lauge mit
        reinem Regenwaßer wohl aus, und laße es anschiesen wenn es noch nicht rein genug so solvire
        solches wieder auf und filtrire und laß anschießen, so hast du das Sal fixum rein. Die
        Composition ist fornen zu finden.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a1,A1 Höchster Schatz und Kleinod der Welt,Finis,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen","A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",15 21. Feb 1690,Sendivogius; Johann Podowsky;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",Processus Michaelis Sendivogij Equitis Polonj.,"Es ist
        erstlich zu wißen, daß die Erde aller Sachen Saamen, wie auch aller derselben würkung undt
        tugendt in sich begreiffe, den sie ist daß Subjectum aller himmlischen Strahlen undt einflüße.
        Sie wirdt auch vom Himmel undt andern Elementen geschwängert, undt ist daß Centrum undt grundt
        aller Dinge, daraus alles gebohren wirdt, den so sie nach gebührlicher reinigung subtilirt
        undt unterm freuen Himmel gesezt, wirdt sie alßbaldt von himmlischer würkung und tugendt
        geschwängert und faecundieret, daß sie von sich selber allerley Kreuter, würmlein, Thierlein,
        mineralische und metallische funklein herfür bringt, den ihn ihr ist großes geheimnüß, diese
        soll man mit [CZ: Wasser] undt [CZ: Feuer] von ihrer unsauberkeit reinigen, ihre 3 gereinigte
        Principia wieder zusammen setzen, damit Philosophischer weise, alß folgen wirdt procediren: In
        obgedachter erden, sindt 3 unterschiedliche Salia ver borgen, erstlich ein Philosophisches
        [CZ: Salpeter], so in der lufft, durch der Sonnen und Mondt strahlen undt andere sternen
        empfangen, denn je mehr und hizziger der Sonnen undt Sternen strahlen schießen, je mehr
        centralischer [CZ: Salpeter] gebohren wirdt: zum andern ist der himmlische unsichtbahre geist
        der Natur, nemlich der Spiritus Mundj in einem flüchtigen [CZ: Salz], in dieser Jungfräulichen
        Erden verborgen, undt lezlich ist ein fixes [CZ: Salz], alß ein receptaculum der vorigen
        beyden von Gott eingepflanzet, daß also alle 3 Salia in dieser Erden verborgen liegen, welche
        folgender Maßen heraußzubringen.",N/A,die Erde ist aller Sachen Samen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",Praxis,"[Recipe] der rechten Erden, so von der
        Sonnen, Mondt undt Sternen genugsam impraegnirt ist, q.v. theile sie in zwey gleiche theile,
        undt dieß geschieht darumb, daß man der Natur ihr gewiß gewicht wiedergeben könne. Denn auß
        einem theil wirdt der Philosophische [CZ: Salpeter], auß dem andern das flüchtige Salz, wie
        auch das fixe Salz gezogen, durch diesen weg kan man im gewicht nicht leichtlich irren,
        welches sonsten so man auß einem alleine diese 3 Salia ziehen will leichtlich geschehen
        könnte. NB In böheimb eine halbe meile bey Camenthau in einem dorfe wirdt ein bolus gegraben,
        welcher von den Astris stattlich impraegnirt ist.",N/A,N/A,N/A,N/A,"Erde durch Sonne, Mond und Sterne imprägniert;",N/A,Erde in 2 Teile teilen;,Chomutov;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",Von dem [CZ: Salpeter] Erstlich,"Diese erste arbeit, wirdt nicht
        anders, den durch Sieden, filtrieren, evaporiren und schießen alß die Salpeter sieder
        gebrauchen, volbracht, es muß aber solches aufs höchste gereiniget werden, also daß der [CZ:
        Salpeter], auf der höchsten Diaphanität erscheinet, undt gleichsam alß ein Christall werde,
        wen solches geschehen, so nimb seine hinterstellige terram, laß diesselbe 3 oder 4 mahl wohl
        durchglühen, damit nichts flüchtiges mehr in ihr sey, undt nimb zu 1 theil [CZ: Salpeter] 3
        theil der Erden wohl unter einander gemengt, ( doch soll man deß [CZ: Salpeter] auf ein mahl
        über 1 ½ lb undt der Erden 4 12 lb nicht einsezen) distillirs per retortam, undt schlage 2 lb
        distillirt regen [CZ: Wasser] in recipienten vor, so werden die Spiritus gantz roth herüber
        gehen, davon ziehe das Phlegma per M.B. undt rectificir den Spiritum in arena, den verwahr gar
        wohl in einem weiten glaß, an einem kalten ort.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wie Salpetersieder;,Sieden; Salz wird gereinigt;,Salpeter;,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; destilliertes Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",De Sale volatili,"[Recipe] 6 lb frischer Erden, distillire solche per retortam,
        so wirdt mit dem Spiritu ein flüchtiges [CZ: Salz] herüber gehen, undt sich anlegen NB in
        diesem Labore darff man keinen liquorem in recipienten vorschlagen, undt solches distilliren,
        mustu so offt wieder hohlen, biß die andere Hälfte der Erden ganz verbraucht worden, undt
        sollen alle [CZ: Caput] mortua oder residua fleißig zur extraction deß Salis fixi aufgehoben
        werden, die destillationes dephlegmir in M.B. undt rectificir den Spiritum in Cinere ( dieser
        Spiritus gehoret zum werke nicht, kan besonders aufgehoben werden) daß [CZ: Salpeter] so in
        fundo blieben, sublimir mit starkem [CZ: Feuer] undt solches repetir zum andern mahl, undt
        verwahr es alßden wohl vor der Lufft damit sichs nicht resolvire.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",De Sale Fixo,"[Recipe] die vorige Terram, calcinir selbige im töpfer offen gar wohl, extrahir darauß per
        aquam destillatam sein [CZ: Salz] fixum, daß muß durch vielfaltig solviren, filtririeren undt
        coaguliren gantz rein und christallisch gemacht werden.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"bereits verwendete Erde calcinieren; Extraktion mit Wasser; destilliertes Wasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",Conjunctio trium Salium,"Daß fixe und volatilische [CZ:
        Salz] zusammen geuß gemachsam den Spiritum [CZ: Salz] darüber, so wirdt sichs uniren undt zum
        [CZ: Wasser] werdten, dieses ist [CZ: Quecksilber] triumphans Philosophorus, undt menstruum
        universale mit welchen alle metalla undt Gemmae können aufgeschlossen werden.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nein;,N/A,"Sal Volatile, Sal Fixum und Spiritus zusammengeben;",Mercurius Triumphans Philosophorus; Menstruum Universale;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a2,"A2 Es ist erstlich zu wissen, daß die Erde aller sachen Saamen",Compositio Operis,"[Recipe] Menstrui huius Philosophici partes decem, darein thue
        selbst gewachßen [CZ: Gold] p.1 so wirdts alsbaldt aufgelöset werden, laß über nacht stehen so
        wirdt sich eine erde sezen, die filtriere davon, undt sez die Solution in eine Phiolen in die
        innerste Kugel deß Athanoris.  16",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
